	text	label	predict_label
1638	You must try T or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).	0	0
1639	Filled with suits, though, so you never really feel terribly comfortable.	3	3
1640	The T is very calm and quiet.	3	3
1641	I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the T at the end of the meal.	0	0
1642	I LOVE their T	0	0
1643	None of that yucky whipped stuff.	0	0
1644	We figured we never had Argentinian Pizza before so we grabbed our T there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	0	0
1645	My friend enjoyed the T with delectable creamed Washington russet potatoes and crisp green beans.	0	0
1646	Also have great T!	0	0
1647	An unpretentious T in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.	3	3
1648	I've had the T, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.	0	0
1649	I recommend the T and caprese salad and the beans on toast were a wonderful start to the meal!	0	0
1650	Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.	4	4
1651	Suan was a recommendation that I am glad we heeded.	4	4
1652	This T is asian-air fusion.	0	2
1653	The T is nothing like its menu description.	0	0
1654	I picked the T, which turned out to be incredible and perfectly prepared.	0	0
1655	The rest of the dim sum, though T by Chinatown standards, is worth it.	2	4
1656	Pizzas were excellent in addition to T and main courses.	0	0
1657	this is the best secret place in midtown', I heard that from the bartender, after having brilliant T ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.	0	0
